number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
2,97.06475,93.209855,96.88886072,93.11188573,0.691335646,0.482846263,11.6815,58.221985,5.84075,4.387954546,689.6,669.866,688.951486,669.5034472,0.692206907,0.475307511,59.8,425.236,29.9,22.46284141,189.5,200.39,188.7802956,199.9758864,0.689351676,0.417054274,33,141.57,16.5,12.39588238,9480.5,7520.63,9003.441009,7269.530732,0.643257872,0.59429498,5939,3287.63,2969.5,2230.883196,76.9,54.262,68.82673899,50.14732611,0.590081343,0.646440383,68.6,16.454,34.3,25.76841004,21.35,21.119,21.34713095,21.11738654,0.693012802,0.463224973,0.7,13.741,0.35,0.26294296,86.5,44.59,58.73670062,31.6351296,0.391952513,0.68277866,127,6.41,63.5,47.70536553,5,4.34,4.898979486,4.285440853,0.673011667,0.545274864,2,2.3,1,0.751265599
5,80.554174,56.55242136,60.58732913,35.36879784,1.38398975,1.380522064,128.2426,19.74718571,52.06905111,53.61502244,744.02,1011.035,698.1182666,939.3209839,1.539945936,0.885118015,781.6,737.7128571,294.65289,354.5784165,157.6,105.4071429,140.2369831,84.55290828,1.523323053,1.48920692,158,25.27142857,58.71490441,68.52422892,4733.4858,3061.759429,969.1622781,53.82712645,1.257348187,1.125479728,8958.571,1279.183429,3393.171936,3708.461487,73.454,112.0079286,44.19279688,97.86709668,1.326352829,0.86011227,138.63,81.34564286,50.64047061,42.28776688,7.0524,3.960571429,4.06570822,1.058591804,1.373608245,1.272973115,12.878,1.744571429,4.147509016,4.737245941,126.005316,65.45090286,13.62722565,0.678921105,0.83066266,0.511016103,399.97342,57.12766857,155.60932,139.6147291,2.4,2.264285714,2.352158045,2.226221639,1.589026915,1.290392858,1,1.1,0.489897949,0.440952124
2,63.45885,63.45885,62.41499023,62.41499023,0.67674318,0.67674318,22.9255,11.46275,11.46275,11.46275,799.3,799.3,785.684975,785.684975,0.676162185,0.676162185,293.8,146.9,146.9,146.9,140,140,137.5645303,137.5645303,0.67580176,0.67580176,52,26,26,26,6458.5,6458.5,6416.94086,6416.94086,0.686719302,0.686719302,1463,731.5,731.5,731.5,72.65,72.65,72.32634375,72.32634375,0.688695487,0.688695487,13.7,6.85,6.85,6.85,24.1,24.1,23.82960344,23.82960344,0.681948481,0.681948481,7.2,3.6,3.6,3.6,72,72,68.556546,68.556546,0.645710106,0.645710106,44,22,22,22,5.5,5.5,5.477225575,5.477225575,0.689009238,0.689009238,1,0.5,0.5,0.5
3,85.91419833,85.96775255,78.54990457,78.62146323,1.005667855,0.893525266,81.4226,40.24905933,38.32658654,38.28866193,678.1333333,683.0243333,670.5000723,674.90402,1.08776391,0.901770998,218,341.027,98.01293565,101.2804755,162,162.67,161.2131739,161.9324909,1.09364964,0.9389396,36,68.22333333,16.30950643,15.81584965,8165.666667,8163.88,8094.259748,8092.635726,1.090153265,0.912026797,2219,3974.453333,1044.166121,1042.900468,76.73333333,65.94633333,72.50204037,64.0594368,1.040940493,0.994099052,62,23.80966667,26.59277262,17.85004818,12.96666667,12.74333333,11.52927638,11.37607335,1.002234918,0.806825474,11.7,7.184666667,5.295490744,5.13076884,67.33333333,69.34333333,46.43135514,47.41969776,0.865782144,0.611201566,89,52,40.00277768,41.34503746,3.333333333,3.78,3.174802104,3.706352248,1.054920168,0.844822594,2,2.006666667,0.942809042,0.625779514
5,50.80208,60.36838462,34.57459852,48.10798056,1.350123219,1.223318248,80.679,24.36347552,33.16597459,30.43752116,853.8,955.4104895,795.6507344,896.4659744,1.540225257,1.320357427,793.2,356.3937063,319.4512232,319.2160013,134.6,124.7622378,119.0637442,106.1183463,1.505169659,1.3129441,171,57.75524476,59.0410027,67.02071051,3049.2858,2873.161958,562.2906638,386.715055,1.058615567,1.095570427,8958.571,1252.747133,3185.228645,2763.484712,131.226,150.9545455,74.0266076,72.72135552,1.256661776,0.994025801,319.57,89.93496503,108.3494398,121.4062005,6.0244,5.817342657,3.32240599,2.815735156,1.297359977,1.184933538,12.878,2.175664336,4.400734193,4.2040942,104.029316,67.55848392,5.198243711,1.374210738,0.682032292,0.536847326,399.97342,55.93662098,151.2213756,135.3059815,2.4,2.818181818,2.091279105,2.546986081,1.467733929,1.255416091,4,1.377622378,1.356465997,1.367128396
2,77.4508,62.17798,73.14837434,59.60248041,0.638122785,0.634886695,50.9094,21.01578,25.4547,20.36376,685.95,665.82,685.1290389,665.2996907,0.691950596,0.521958894,67.1,378.02,33.55,26.84,169.5,167.4,169.4638605,167.3769659,0.692933975,0.509538774,7,98.2,3.5,2.8,9820,8242,9461.263129,8024.481545,0.656841659,0.612642467,5260,3262,2630,2104,88.5,74.88,85.53923077,73.08052731,0.659881236,0.608308303,45.4,30.4,22.7,18.16,21.1,20.74,21.09146747,20.73457011,0.692742822,0.512971215,1.2,12.06,0.6,0.48,122,105.2,118.7434209,103.2097045,0.666573948,0.597771152,56,45.2,28,22.4,6,6,6,6,0.693147181,0.500402424,0,3.6,0,8.88E-16
6,81.68304167,81.30555107,64.46331874,67.93771389,1.607460964,1.283143462,128.2426,35.02638571,47.32214929,41.04402592,716.15,739,675.2172136,703.3342384,1.726394053,1.371189359,810.6,315.0757143,277.8307923,254.8445549,176.3333333,170.1,156.899814,152.2622039,1.706579048,1.321062017,205,63.67142857,65.56591255,66.67932856,4250.5715,5561.047,1139.024706,1801.918472,1.471461304,0.925042278,8958.571,3839.795857,3047.921083,3283.971152,60.72,81.4355,34.3273427,57.54802657,1.401852549,1.013092132,138.63,51.35807143,52.33527969,51.95026223,8.060333333,9.514142857,5.024072386,6.195659942,1.604640739,1.071192501,12.878,5.582571429,4.065034714,4.369332474,108.6710967,180.2823686,14.92688609,27.00663407,0.951922939,0.252190322,399.97342,171.4247743,147.2218039,191.013621,2.333333333,2.164285714,2.289428485,2.137761611,1.772139388,1.450916818,1,0.842857143,0.471404521,0.370534639
5,82.32534,51.21790781,59.24194687,33.9371183,1.318400999,1.502990765,188.3839,12.83635156,65.51764753,52.27052351,757.08,991.8265625,714.6536578,925.2862135,1.546254344,0.995638514,764.1,651.5765625,286.0078838,346.8842806,152.4,109.71875,135.7675361,88.43820516,1.521257881,1.5458111,171,22.03125,58.53750934,69.32835566,4998.2858,2858.571656,908.3834374,63.35501438,1.131521093,1.129694008,11848.571,1399.240844,4584.957957,4075.725447,58.7,97.37734375,24.56098093,55.6012981,1.045283648,0.646586159,138.63,75.40078125,59.8997793,59.9408733,6.8124,4.410125,3.839584976,1.2299656,1.345508467,1.289490836,12.878,1.9289375,4.340205414,4.946407622,136.205316,87.20162063,20.27188659,1.31992198,1.00735914,0.85329384,399.97342,62.48587938,148.7155407,144.490818,2.2,2.078125,2.168943542,2.064368033,1.594166699,1.353488836,1,0.90625,0.4,0.268368188
3,30.018015,17.67287392,24.34883749,16.25956462,0.909467042,0.674950557,44.127045,11.85533858,18.4621763,7.111811272,751.4333333,768.673125,750.6086977,768.0251947,1.097506092,0.712997859,83.4,397.412,35.48430013,31.55167135,131,116.06,126.6400413,112.3606116,1.067279073,0.691557141,74,71.3525,31.79098405,29.07638905,3889.333333,2120.495,3172.744941,2079.060873,0.897333765,0.738971478,5732,1201.9875,2549.013055,487.3899004,10.4,14.85,3.988508686,6.503845017,0.383197739,0.202230374,26.7,14.094375,12.58650071,13.35,23.96666667,29.366875,17.90692698,20.8892854,0.819352444,0.429675754,41.3,24.9505,18.49978979,20.6349513,64.9,92.928875,32.16065047,64.98315062,0.563022304,0.417191624,152.3,79.371125,67.70588355,66.58037645,3,2.5075,2.884499141,2.455864988,1.060856947,0.704837475,2,1.485,0.816496581,0.50738915
4,77.85185,48.480745,59.87171862,35.38000729,1.190117553,1.307307307,128.2426,10.891555,46.18834184,36.46985983,784.65,979.21875,730.9411663,914.9824706,1.311615185,0.925023358,781.6,631.30375,316.4045551,341.2547128,154.5,114.3825,133.1159646,92.21705432,1.272454087,1.26949751,171,34.5625,67.53702688,71.08239018,4650.35725,3106.2645,697.0332594,87.25810191,0.996942046,0.779419301,8958.571,2239.2855,3529.706497,3762.492376,80.1075,104.993575,48.95968494,69.65350745,1.101340225,0.763660756,135.97,69.927675,54.10245991,53.46113884,7.1055,5.34325,3.585032949,1.499010949,1.098226113,0.916717254,12.878,3.164,4.585759561,5.452641235,113.006645,107.90829,8.918318606,1.713612371,0.430245101,0.287118607,399.97342,99.98671,166.1565478,169.167347,2.25,2.0475,2.213363839,2.03889251,1.368922361,1.200277221,1,0.8575,0.433012702,0.212705783
5,61.357238,49.53669641,26.27015125,30.61369971,1.217666928,1.296213041,136.31906,20.41175512,49.46613524,44.46223054,897.46,1013.462174,831.1701514,947.6758543,1.534859202,1.049381419,810.6,629.7930752,347.2219613,341.1863542,142.2,112.6016381,114.6220835,88.24595574,1.428257038,1.405933239,205,35.62472077,82.44610361,78.67935379,3388.70378,2857.924135,112.5593997,52.71221045,1.01547149,0.81279001,8959.9101,2001.485722,3322.165544,3617.933113,76.65,107.5957558,57.15606834,85.74287653,1.382706037,0.869201739,127.05,71.01824274,49.05619227,49.02810951,6.656,5.102321668,2.716756166,1.30809095,1.178626016,1.06507502,12.878,2.904679077,5.374364483,5.616564517,87.041416,93.31925002,3.57900842,1.048137449,0.339767083,0.203902868,399.97342,89.34520774,156.6729031,164.627358,2,2.035740879,1.888175023,2.006716924,1.557113098,1.276731819,2,0.990320179,0.632455532,0.334517621
4,104.3656,75.34845,72.74686486,44.63397013,1.129462665,1.199587696,184.5906,26.3885,70.39249621,68.55350459,891.65,1001.05,838.584885,930.6303224,1.328084582,1.018630731,810.6,563.425,301.5128397,344.9983913,154.25,126.75,131.7290221,97.88051891,1.260175264,1.240279952,205,45.125,73.15522879,85.85998777,6501.35725,3689.9645,883.1172781,94.25614343,0.977861596,1.062649051,13532.571,1691.0355,5164.791227,4732.391838,69.8375,90.2875,25.08496201,45.29010822,0.894571102,0.632625265,141,71.0625,62.07678083,62.11481682,5.903,4.03475,2.701701941,1.21223643,0.963719782,1.000423939,12.878,1.889,5.037900059,4.674633348,106.581645,55.55079,6.313081433,0.925204795,0.270717617,0.374680407,399.97342,49.98671,169.5245576,130.398318,2,2,2,2,1.386294361,1.213007566,0,0.75,0,0
4,77.4375175,64.2753388,69.47110104,61.77464751,1.276403887,1.164660047,98.82747,24.4124212,37.57196224,19.75432732,708.95,798.068,691.8188645,785.433637,1.361618186,1.071666452,405.1,356.836,159.1134894,137.8140536,164.75,146.84,161.0521206,143.7677385,1.364921475,1.211248906,81,54.6,33.25187965,30.2253933,5324.25,5934.24,4552.623249,5292.316533,1.270406159,0.968237171,6324,2903.76,2322.91136,2144.642222,37.5175,41.2792,22.6231427,26.07211077,1.045020245,0.708293177,75.63,31.1808,29.37288577,32.29349704,14.085,18.2184,11.97538043,16.36629683,1.224592087,0.917711156,21.4,10.828,8.318694309,8.027363044,85.5,84.12,56.60992909,71.01684455,1.057631364,1.108445996,187,31.48,70.12310604,53.16940474,3.25,3.64,3.080070288,3.448944082,1.332244922,1.021096419,3,1.88,1.089724736,1.162067124
5,83.24476,59.2244,59.50608142,36.12617465,1.311510373,1.372050269,192.981,25.19218667,67.23383471,64.19630382,779.88,1005.866667,740.3993327,945.3713955,1.553218704,1.019202288,764.1,661.0266667,276.0631478,333.2384325,149.8,106.1333333,133.4253112,86.45733859,1.519537361,1.573184663,171,16.26666667,58.6085318,66.319295,4584.2858,2953.4288,874.1647863,64.62288119,1.161774357,1.099512422,9778.571,1303.237867,4004.273231,3977.060817,73.1,105.4753333,33.14878276,68.54728717,1.200885906,0.827671215,138.63,75.742,57.64567252,52.67078227,8.1524,4.9544,4.646433492,1.321875282,1.392937492,1.395813727,12.878,1.628266667,4.361026375,5.25340957,128.605316,72.414176,14.28764329,0.969156078,0.871976277,0.777322833,399.97342,53.31915733,154.0080285,137.579265,2.6,2.4,2.402248868,2.259897093,1.519382665,1.365076724,3,0.933333333,1.2,1.019803903
3,72.46028333,69.17117,71.17763591,68.08104346,1.081088438,1.078567431,33.06085,11.27083,13.497569,12.39804999,711.5,730.72,708.0925502,728.2433573,1.093937559,1.029794251,144.6,180.92,67.953955,57.66140477,164.3333333,154.8,160.4932694,151.8032315,1.074924905,1.085966558,87,20,36.00308629,31.78301433,5889.666667,6173.2,5722.92284,6012.306463,1.069384002,0.990375951,3402,2255.2,1445.506678,1423.039198,56.26666667,61.3,40.09516093,42.18502155,0.784974062,0.666678212,103.3,41.98,45.77294203,48.60234562,19,20.52,17.10292348,18.54827187,0.990864481,0.893789938,20.4,10.44,9.103845341,9.251680928,52,59,43.19257417,52.04764946,0.953627283,0.86475959,62,28.2,25.93581822,22.65391798,3.333333333,3.4,3.301927249,3.365865436,1.088899975,1.028394167,1,1,0.471404521,0.489897949
1,138.90547,138.90547,138.90547,138.90547,0,0,0,0,0,0,541.1,541.1,541.1,541.1,0,0,0,0,0,0,195,195,195,195,0,0,0,0,0,0,6146,6146,6146,6146,0,0,0,0,0,0,49.5,49.5,49.5,49.5,0,0,0,0,0,0,6.3,6.3,6.3,6.3,0,0,0,0,0,0,13,13,13,13,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0
4,90.1422625,58.46287893,66.93504418,36.27205491,1.178648748,1.019134185,124.90825,34.23739321,53.10137533,54.52813249,781.2,1007.517857,726.2769758,933.2414646,1.309636613,0.781677838,786.5,738.7692857,319.0526681,359.1818084,156.25,117.3857143,133.5424933,89.21009681,1.263305589,1.086561714,199,61.31428571,72.29583321,86.01126053,5572.60725,3179.009429,868.3951284,55.63162189,1.088927903,0.83614111,8958.571,1754.040571,3350.302852,3738.144492,91.35,113.2714286,82.04689051,103.9473207,1.2852032,0.822660771,91,80.325,40.64317286,39.80774204,6.4305,3.939714286,3.24122375,1.055986449,1.067473196,0.925773552,12.878,1.753571429,4.585683237,4.717349368,106.006645,60.82947429,6.244357387,0.614021289,0.257209774,0.244639047,399.97342,57.12766857,169.808985,138.5791307,3,2.571428571,2.828427125,2.438027308,1.329661349,1.083356018,2,1.057142857,1,0.903507903
7,93.07275714,49.61605174,63.88261234,32.64225529,1.623998807,1.747657968,192.981,13.92721261,75.90714388,54.4544813,771.5142857,1001.505217,743.0631684,942.3619055,1.904861109,1.119869678,764.1,672.6573913,234.4554081,330.5506382,144.8571429,106.4956522,132.6536671,87.1852004,1.874566894,1.715714409,171,22.89130435,51.44602878,65.13542734,5227.347,2723.310783,1450.171479,65.63710574,1.559165397,1.360434101,11338.571,1362.732696,4276.143213,3837.114843,76.74285714,103.6882609,41.09434397,62.79736356,1.609241925,0.903643061,138.63,73.84304348,55.67568711,55.26751752,13.676,5.851391304,6.552438603,1.412379231,1.44459335,1.6517843,49.978,1.910521739,15.4039093,8.391886411,118.2895114,94.43995478,22.72077733,1.397586858,1.316733096,0.92945552,399.97342,60.85569739,134.7310236,145.8345686,3,2.286956522,2.778990989,2.190242559,1.869154728,1.586970307,3,0.973913043,1.195228609,0.83681817
2,188.2185,186.468495,188.2077512,186.46589,0.693090073,0.243990918,4.023,161.738595,2.0115,0.991773538,789.45,763.0455,788.8663892,762.9051935,0.692408009,0.253210975,60.7,656.4715,30.35,14.96411975,186.5,187.805,186.4939677,187.8035301,0.693114836,0.237912949,3,163.755,1.5,0.739577582,21805,21122.05,21790.86506,21118.64941,0.692499007,0.252388818,1570,18185.35,785,387.0456013,61.8,21.954,41.49216794,18.11006385,0.385339532,0.625790817,91.6,7.966,45.8,22.58176884,32,32.87,31.98437118,32.86616596,0.69265882,0.230535364,2,28.84,1,0.493051721,67.5,50.535,64.62197769,49.89181558,0.650818076,0.350474872,39,39.225,19.5,9.614508568,6.5,6.935,6.480740698,6.930211657,0.690185676,0.216483962,1,6.155,0.5,0.246525861
5,74.23165,49.73060867,60.51522055,34.52024188,1.453747136,1.337661284,121.3276,17.78722667,39.44587456,42.23210102,816.36,1008.299733,771.8910221,945.7466611,1.552506364,0.915341674,810.6,693.0736,282.3952592,334.6153108,160,112.1093333,139.595299,88.80947107,1.501217585,1.372547593,205,36.37066667,69.92281459,76.09780579,4816.6858,3141.6688,1074.903488,71.10795377,1.322213067,0.806405118,8958.571,2316.8912,3084.729342,3778.870357,62.09,111.1594667,26.18682439,88.28204339,1.130427572,0.765287517,141,75.988,57.64474304,47.83819837,8.0144,5.3924,4.549684585,1.374648667,1.384657053,1.02176441,12.878,3.329733333,4.438214668,5.741742509,111.005316,107.974176,13.13117315,1.25563058,0.785623847,0.216462011,399.97342,103.4524907,150.6001991,172.933256,2.2,2.066666667,2.168943542,2.054799318,1.594166699,1.215921758,1,1.050666667,0.4,0.249443826
5,103.010254,72.00550355,76.29990788,40.62680844,1.386756437,1.292103087,192.981,34.11934909,66.1563517,74.46671971,770.22,1012.600273,727.8459992,951.4549894,1.548550914,0.969872584,772,690.1651818,283.3093673,333.9983038,150,103.3345455,133.5625803,84.4951198,1.519309945,1.531775508,171,17.90454545,58.76053097,64.80278394,5503.4858,3306.095818,1151.451048,65.18339045,1.292731562,1.11496128,9778.571,1866.311455,3719.63542,4160.488363,82.226,109.5228273,55.18822578,83.65038919,1.383150513,0.887275492,135.97,76.91399091,48.91393568,46.38644287,7.7044,4.692818182,4.372162157,1.241878076,1.376280066,1.309118163,12.878,1.959818182,4.412944305,5.115701646,91.205316,42.89086182,8.270719086,0.624602647,0.484926963,0.555520954,399.97342,36.34913818,154.8327823,113.4846157,2.8,2.620909091,2.605171085,2.429320181,1.531778079,1.301279288,3,0.946363636,1.166190379,1.175089587
5,102.68448,68.71795464,76.88993133,41.07296771,1.400063572,1.33459111,184.5906,29.45522914,63.05067388,64.31758775,850.28,1010.315041,805.2864184,939.3574726,1.555611976,1.011146831,810.6,675.7792009,282.0884641,347.243528,161.4,122.5887192,141.7411312,94.07950135,1.509246068,1.349890473,205,53.87779083,66.97641376,85.69996614,7257.0858,3373.319012,1442.823902,72.73989662,1.296876039,1.293356812,13532.571,1192.015888,4860.509984,4494.161163,70.55,95.52878966,31.09352573,54.38420873,1.21983015,0.687065426,141,75.38777908,55.54144399,59.49557888,11.9224,4.796559342,4.534928541,1.187282601,1.053120757,1.289470964,35.778,1.762488837,12.85445662,7.124673972,113.065316,56.06285262,11.7164508,0.812458965,0.761913241,0.592261824,399.97342,46.9894388,152.1808544,127.7034889,2.8,2.117508813,2.491461879,2.065601231,1.475076311,1.338382639,4,0.883666275,1.6,0.675445728
5,74.23165,49.72816333,60.51522055,34.51893233,1.453747136,1.331469574,121.3276,17.8744,39.44587456,42.2312479,816.36,1008.085333,771.8910221,945.5002514,1.552506364,0.911145595,810.6,694.2813333,282.3952592,334.732412,160,112.1133333,139.595299,88.81194672,1.501217585,1.36647835,205,36.75333333,69.92281459,76.09945569,4816.6858,3144.095467,1074.903488,71.12948448,1.322213067,0.794527607,8958.571,2328.837867,3084.729342,3782.020234,62.09,111.3173333,26.18682439,88.79926016,1.130427572,0.765867088,141,75.99,57.64474304,47.67112927,8.0144,5.400066667,4.549684585,1.37570831,1.384657053,1.01344846,12.878,3.357,4.438214668,5.748186508,111.005316,108.3475093,13.13117315,1.257647859,0.785623847,0.208814633,399.97342,103.985824,150.6001991,173.2607407,2.2,2.066666667,2.168943542,2.054799318,1.594166699,1.211319095,1,1.053333333,0.4,0.249443826
4,95.45068,92.31738857,69.27269554,74.5266382,1.161762834,1.163894831,148.93092,36.95065714,58.97342845,50.18847596,783.65,732.4428571,728.8287706,695.4704205,1.310329245,1.27536529,810.6,237.2857143,318.1232348,258.7020728,168,173.5714286,141.2405988,154.6624768,1.253662371,1.17306591,205,65.42857143,79.87177224,69.26523998,5316.60725,6099.489857,792.9043486,1960.653753,1.027310085,0.913941895,8958.571,3839.795857,3771.222495,3431.172049,82.3375,83.51428571,60.72149283,60.65241351,1.1640132,1.012324005,127.05,46.97142857,51.12571974,50.34379458,9.5805,10.36028571,4.459547505,6.595633827,1.084381951,1.023209857,16.778,5.582571429,6.27525623,5.07839462,108.506645,178.86094,7.438782555,26.34944187,0.329500146,0.198669276,399.97342,171.4247743,168.4378466,191.596805,2.25,2.142857143,2.213363839,2.119268045,1.368922361,1.309525835,1,0.571428571,0.433012702,0.349927106
4,90.1422625,58.46287893,66.93504418,36.27205491,1.178648748,1.019134185,124.90825,34.23739321,53.10137533,54.52813249,781.2,1007.517857,726.2769758,933.2414646,1.309636613,0.781677838,786.5,738.7692857,319.0526681,359.1818084,156.25,117.3857143,133.5424933,89.21009681,1.263305589,1.086561714,199,61.31428571,72.29583321,86.01126053,5572.60725,3179.009429,868.3951284,55.63162189,1.088927903,0.83614111,8958.571,1754.040571,3350.302852,3738.144492,91.35,113.2714286,82.04689051,103.9473207,1.2852032,0.822660771,91,80.325,40.64317286,39.80774204,6.4305,3.939714286,3.24122375,1.055986449,1.067473196,0.925773552,12.878,1.753571429,4.585683237,4.717349368,106.006645,60.82947429,6.244357387,0.614021289,0.257209774,0.244639047,399.97342,57.12766857,169.808985,138.5791307,3,2.571428571,2.828427125,2.438027308,1.329661349,1.083356018,2,1.057142857,1,0.903507903
4,76.4445625,81.45675,59.35667247,68.22961748,1.199540745,1.108189293,121.3276,36.95065714,43.82335412,40.61229287,794,738.3571429,741.6293489,702.4241965,1.315004308,1.282438988,810.6,231.3714286,311.7434923,255.4652275,164.5,171.5714286,139.0005138,153.2559871,1.256700567,1.166832373,205,65.42857143,77.52580216,67.91140687,4235.85725,5481.918429,669.5565878,1780.077447,1.015407123,0.810984912,8958.571,3839.795857,3194.938946,3275.968307,77.2375,80.6,53.52796465,56.43592939,1.105182174,0.953371384,127.05,46.97142857,54.83075523,52.65029507,8.1805,9.560285714,4.035568999,6.229662613,1.112098197,0.975148334,12.878,5.582571429,4.948155288,4.359650108,108.756645,179.0037971,7.55238461,26.57863649,0.336261916,0.201966126,399.97342,171.4247743,168.3010468,191.4756549,2.25,2.142857143,2.213363839,2.119268045,1.368922361,1.309525835,1,0.571428571,0.433012702,0.349927106
3,93.77979333,98.7449475,91.61564349,98.12215769,1.075695367,0.645643232,48.987,68.8082475,20.00839291,11.43518079,650.1666667,673.13125,647.8959433,672.7790869,1.09515971,0.618490677,129.5,490.46625,53.714699,21.71821582,159.6666667,184.6375,157.4674158,183.0176732,1.08438467,0.531544385,62,146.8,27.35365099,23.16529935,7261.333333,8237.425,7178.188342,8214.011808,1.087265416,0.563993261,2666,6353.7,1088.933831,596.0648617,75.6,91.92,66.17117732,91.01508145,0.989176579,0.619449689,78.4,65.32,33.11233406,11.35683054,13.13,21.832375,10.15971551,19.1053293,0.846123913,0.290586776,21.21,20.030125,9.68327424,8.605550715,50,56.775,47.165255,56.39856585,1.045494474,0.629735493,38,40.1375,15.76916823,6.344239513,4,4.7375,3.914867641,4.711734026,1.077556327,0.545540656,2,3.7125,0.816496581,0.467540105
4,29.21368,29.41114444,10.0983749,14.44990391,0.663289722,0.767476885,91.89844,20.53386889,37.15848918,34.3177088,951.975,992.3,877.9231767,918.2258551,1.310590574,1.127569165,793.2,468.0666667,363.790691,361.4511585,116.5,108.3333333,95.76894255,87.72261538,1.212801603,1.211231623,150,38.11111111,66.92719925,67.15322446,2276.629725,2023.978433,27.70330804,27.09885046,0.225156779,0.226377949,8569.9101,1904.434456,3640.019074,3505.453844,91.375,104.6333333,86.7635371,98.56082332,1.33248661,1.082127103,81.4,55.07777778,30.96832051,35.00193645,7.645,6.782888889,1.776481976,1.272707749,0.452218502,0.446677117,26.578,5.893555556,11.11099172,10.75443198,34.80177,30.92075778,2.166263175,1.073803266,0.678815247,0.676177049,84.97342,18.87707556,36.38811793,36.02035852,2.25,2.333333333,1.77827941,1.945887718,1.149059697,1.089871122,4,1,1.639359631,1.490711985
4,78.4260905,77.9530735,66.61645271,69.75164679,1.228953782,1.217097718,120.990238,27.0476337,45.226471,39.1417381,815.85,798.52,793.8834162,782.006933,1.360601428,1.279285861,464.3,194.4304,180.7673989,156.6447561,149.75,152.472,141.650097,146.4336434,1.329770005,1.244841121,133,51.816,51.4702584,44.62009879,5167,6067.568,4556.621828,5647.944214,1.285424877,1.110202756,6051,2952.716,2169.660918,1849.477268,55.175,48.224,47.5346393,39.11979145,1.271944261,1.254627142,62.3,16.334,24.22533539,27.13705629,12.86,15.53752,6.906459104,11.21811155,1.050104754,0.985700737,27.06,8.01928,9.786613306,8.726533622,35.809,49.025488,10.68831596,26.10058138,0.933429032,0.8112474,78.764,31.574512,30.85416411,29.36166789,4,3.8,3.872983346,3.680109614,1.354710419,1.300246547,2,0.92,1,0.979795897
3,90.369,65.4556,73.98371912,50.21975152,0.943703125,1.076329088,112.0305,11.1719,46.5874168,47.25726073,681.8666667,723.52,673.4559184,716.3982606,1.08664746,0.8841179,245.9,363.58,103.8553588,95.25786897,156.3333333,138.2,152.5856189,134.3499019,1.07588395,1.051313887,74,32,32.42769735,33.52849534,7156.333333,5225.8,5789.336894,4022.718679,0.920329299,1.05478881,10120,1152.2,4144.667283,3987.154193,99.26666667,113.6,91.80277061,107.1459137,1.029887328,0.777743002,83.6,70.76,35.15720252,32.40037037,25.8,35.56,18.16248966,27.27637892,0.825243306,0.504862561,44.7,29.02,18.47755395,18.64774517,103.6666667,122.2,62.78536178,88.9511453,0.821569645,0.642374284,139,87.8,65.52522839,55.6,4.666666667,4.4,4.57885697,4.337887085,1.078992208,0.994923633,2,1.6,0.942809042,0.8
